theta_hid_log[2], theta_out_log[1]
4.95568, 7.08936, 4.86902
4.96054, 7.08907, 4.87109
4.96529, 7.08878, 4.87312
4.96993, 7.08849, 4.87511
4.97448, 7.08821, 4.87705
4.97894, 7.08794, 4.87896
4.98331, 7.08767, 4.88083
4.98758, 7.08741, 4.88267
4.99178, 7.08715, 4.88448
4.99589, 7.0869, 4.88625
4.99992, 7.08665, 4.88799
5.00388, 7.0864, 4.88969
5.00776, 7.08616, 4.89137
5.01158, 7.08592, 4.89302
5.01532, 7.08569, 4.89465
5.019, 7.08546, 4.89624
5.02261, 7.08524, 4.89781
5.02616, 7.08501, 4.89936
5.02965, 7.0848, 4.90088
5.03308, 7.08458, 4.90237
5.03646, 7.08437, 4.90384
5.03978, 7.08416, 4.90529
5.04304, 7.08395, 4.90672
5.04626, 7.08375, 4.90813
5.04942, 7.08355, 4.90952
5.05253, 7.08336, 4.91088
5.0556, 7.08316, 4.91223
5.05862, 7.08297, 4.91356
5.0616, 7.08278, 4.91487
5.06453, 7.0826, 4.91616
5.06742, 7.08241, 4.91744
5.07027, 7.08223, 4.91869
5.07307, 7.08205, 4.91994
5.07584, 7.08187, 4.92116
5.07857, 7.0817, 4.92237
5.08127, 7.08153, 4.92356
5.08392, 7.08136, 4.92474
5.08654, 7.08119, 4.92591
5.08913, 7.08102, 4.92706
5.09168, 7.08086, 4.92819
5.0942, 7.0807, 4.92932
5.09669, 7.08054, 4.93042
5.09914, 7.08038, 4.93152
5.10157, 7.08022, 4.9326
5.10396, 7.08007, 4.93368
5.10633, 7.07991, 4.93473
5.10867, 7.07976, 4.93578
5.11098, 7.07961, 4.93682
5.11326, 7.07947, 4.93784
5.11551, 7.07932, 4.93885
5.11774, 7.07917, 4.93986
5.11995, 7.07903, 4.94085
5.12213, 7.07889, 4.94183
5.12428, 7.07875, 4.9428
5.12641, 7.07861, 4.94376
5.12852, 7.07847, 4.94471
5.1306, 7.07833, 4.94565
5.13266, 7.0782, 4.94659
5.1347, 7.07807, 4.94751
5.13672, 7.07793, 4.94842
5.13872, 7.0778, 4.94933
5.14069, 7.07767, 4.95022
5.14265, 7.07754, 4.95111
5.14458, 7.07742, 4.95199
5.1465, 7.07729, 4.95286
5.1484, 7.07717, 4.95373
5.15028, 7.07704, 4.95458
5.15213, 7.07692, 4.95543
5.15398, 7.0768, 4.95627
5.1558, 7.07668, 4.9571
5.15761, 7.07656, 4.95792
5.15939, 7.07644, 4.95874
5.16117, 7.07632, 4.95955
5.16292, 7.0762, 4.96036
5.16466, 7.07609, 4.96115
5.16638, 7.07597, 4.96194
5.16809, 7.07586, 4.96273
5.16978, 7.07575, 4.9635
5.17146, 7.07563, 4.96427
5.17312, 7.07552, 4.96504
5.17477, 7.07541, 4.9658
5.1764, 7.0753, 4.96655
5.17802, 7.0752, 4.96729
5.17963, 7.07509, 4.96803
5.18122, 7.07498, 4.96877
5.1828, 7.07487, 4.9695
5.18436, 7.07477, 4.97022
5.18591, 7.07467, 4.97094
5.18745, 7.07456, 4.97165
5.18898, 7.07446, 4.97236
5.19049, 7.07436, 4.97306
5.19199, 7.07426, 4.97375
5.19348, 7.07416, 4.97444
5.19496, 7.07406, 4.97513
5.19643, 7.07396, 4.97581
5.19788, 7.07386, 4.97649
5.19933, 7.07376, 4.97716
5.20076, 7.07366, 4.97782
5.20218, 7.07357, 4.97848
5.196, 7.07391, 4.97524
5.18968, 7.07426, 4.97195
5.18322, 7.07462, 4.96859
5.1766, 7.07498, 4.96518
5.16984, 7.07534, 4.9617
5.16291, 7.07572, 4.95816
5.15581, 7.0761, 4.95455
5.14854, 7.07649, 4.95087
5.14108, 7.07689, 4.94711
5.13343, 7.07729, 4.94328
5.12558, 7.0777, 4.93937
5.11752, 7.07812, 4.93538
5.10924, 7.07855, 4.9313
5.10073, 7.07899, 4.92713
5.09198, 7.07944, 4.92287
5.08298, 7.0799, 4.91851
5.07372, 7.08036, 4.91405
5.06417, 7.08084, 4.90949
5.05434, 7.08133, 4.90481
5.04421, 7.08183, 4.90002
5.03376, 7.08235, 4.89511
5.02298, 7.08287, 4.89008
5.01186, 7.08341, 4.88492
5.00038, 7.08396, 4.87963
4.98852, 7.08453, 4.8742
4.97627, 7.08511, 4.86863
4.96363, 7.08571, 4.86292
4.95056, 7.08632, 4.85706
4.93708, 7.08694, 4.85104
4.92315, 7.08758, 4.84488
4.90879, 7.08824, 4.83856
4.89398, 7.08891, 4.83209
4.87872, 7.08959, 4.82547
4.86303, 7.09029, 4.8187
4.84692, 7.091, 4.8118
4.8304, 7.09173, 4.80476
4.81351, 7.09247, 4.79762
4.79629, 7.09321, 4.79037
4.77878, 7.09396, 4.78305
4.76104, 7.09472, 4.77568
4.74315, 7.09548, 4.76827
4.72517, 7.09624, 4.76087
4.70719, 7.09699, 4.7535
4.68929, 7.09774, 4.74619
4.67156, 7.09848, 4.73898
4.65407, 7.0992, 4.73189
4.63692, 7.0999, 4.72495
4.62015, 7.10059, 4.71818
4.60384, 7.10126, 4.71161
4.58802, 7.10191, 4.70526
4.57273, 7.10253, 4.69912
4.558, 7.10313, 4.6932
4.54383, 7.1037, 4.68752
4.53023, 7.10425, 4.68207
4.5172, 7.10478, 4.67685
4.50472, 7.10529, 4.67184
4.49278, 7.10577, 4.66706
4.48137, 7.10623, 4.66247
4.47045, 7.10667, 4.65809
4.46001, 7.10709, 4.65389
4.45002, 7.1075, 4.64987
4.44046, 7.10789, 4.64602
4.4313, 7.10826, 4.64233
4.42253, 7.10861, 4.63879
4.41413, 7.10895, 4.63539
4.40606, 7.10928, 4.63213
4.39831, 7.10959, 4.62899
4.39087, 7.1099, 4.62597
4.38371, 7.11019, 4.62306
4.37682, 7.11047, 4.62026
4.37018, 7.11074, 4.61755
4.36378, 7.111, 4.61494
4.35761, 7.11125, 4.61242
4.35165, 7.1115, 4.60998
4.34588, 7.11173, 4.60762
4.34031, 7.11196, 4.60534
4.33492, 7.11218, 4.60313
4.3297, 7.11239, 4.60098
4.32463, 7.1126, 4.59889
4.31972, 7.1128, 4.59687
4.31496, 7.113, 4.5949
4.31033, 7.11319, 4.59299
4.30584, 7.11338, 4.59113
4.30146, 7.11356, 4.58932
4.29721, 7.11373, 4.58755
4.29307, 7.1139, 4.58583
4.28904, 7.11407, 4.58416
4.28511, 7.11423, 4.58252
4.28128, 7.11439, 4.58092
4.27754, 7.11455, 4.57936
4.27389, 7.1147, 4.57784
4.27033, 7.11485, 4.57635
4.26685, 7.11499, 4.57489
4.26346, 7.11513, 4.57347
4.26013, 7.11527, 4.57207
4.25688, 7.11541, 4.57071
4.2537, 7.11554, 4.56937
4.25059, 7.11567, 4.56806
4.24754, 7.1158, 4.56677
4.24456, 7.11592, 4.56551
4.24163, 7.11605, 4.56427
4.23876, 7.11617, 4.56306
4.23595, 7.11628, 4.56187
4.23319, 7.1164, 4.5607
4.23049, 7.11651, 4.55955
4.22783, 7.11663, 4.55843
4.22522, 7.11674, 4.55732
4.22266, 7.11684, 4.55623
4.22015, 7.11695, 4.55516
4.21768, 7.11705, 4.5541
4.21525, 7.11716, 4.55306
4.21286, 7.11726, 4.55204
4.21051, 7.11736, 4.55104
4.2082, 7.11745, 4.55005
4.20593, 7.11755, 4.54908
4.2037, 7.11765, 4.54812
4.2015, 7.11774, 4.54718
4.19933, 7.11783, 4.54625
4.1972, 7.11792, 4.54533
4.1951, 7.11801, 4.54442
4.19303, 7.1181, 4.54353
4.19099, 7.11819, 4.54265
4.18898, 7.11827, 4.54179
4.187, 7.11836, 4.54093
4.18505, 7.11844, 4.54009
4.18312, 7.11852, 4.53926
4.18123, 7.1186, 4.53843
4.17935, 7.11868, 4.53762
4.17751, 7.11876, 4.53682
4.17568, 7.11884, 4.53603
4.17389, 7.11892, 4.53525
4.17211, 7.11899, 4.53448
4.17036, 7.11907, 4.53372
4.16863, 7.11914, 4.53297
4.16692, 7.11922, 4.53222
4.16524, 7.11929, 4.53149
4.16357, 7.11936, 4.53076
4.16193, 7.11943, 4.53004
4.1603, 7.1195, 4.52933
4.15869, 7.11957, 4.52863
4.15711, 7.11964, 4.52793
4.15554, 7.11971, 4.52725
4.15399, 7.11977, 4.52657
4.15245, 7.11984, 4.52589
4.15094, 7.11991, 4.52523
4.14944, 7.11997, 4.52457
4.14944, 7.11685, 4.52595
4.14945, 7.11383, 4.5273
4.14945, 7.11089, 4.5286
4.14945, 7.10804, 4.52988
4.14945, 7.10527, 4.53111
4.14946, 7.10258, 4.53232
4.14946, 7.09996, 4.5335
4.14946, 7.09741, 4.53465
4.14946, 7.09493, 4.53577
4.14946, 7.09251, 4.53686
4.14947, 7.09015, 4.53793
4.14947, 7.08784, 4.53898
4.14947, 7.08559, 4.54
4.14947, 7.0834, 4.54101
4.14948, 7.08125, 4.54199
4.14948, 7.07915, 4.54295
4.14948, 7.07709, 4.54389
4.14948, 7.07508, 4.54482
4.14948, 7.07311, 4.54572
4.14948, 7.07119, 4.54661
4.14949, 7.0693, 4.54748
4.14949, 7.06745, 4.54834
4.14949, 7.06563, 4.54918
4.14949, 7.06385, 4.55001
4.14949, 7.0621, 4.55082
4.1495, 7.06039, 4.55162
4.1495, 7.0587, 4.55241
4.1495, 7.05705, 4.55318
4.1495, 7.05543, 4.55394
4.1495, 7.05383, 4.55469
4.1495, 7.05226, 4.55542
4.1495, 7.05072, 4.55615
4.14951, 7.0492, 4.55686
4.14951, 7.04771, 4.55757
4.14951, 7.04624, 4.55826
4.14951, 7.0448, 4.55894
4.14951, 7.04337, 4.55962
4.14951, 7.04197, 4.56028
4.14767, 7.04206, 4.55948
4.14585, 7.04214, 4.55868
4.14406, 7.04222, 4.5579
4.14229, 7.0423, 4.55712
4.14055, 7.04238, 4.55636
4.13883, 7.04246, 4.5556
4.13713, 7.04254, 4.55485
4.13545, 7.04262, 4.55412
4.13379, 7.04269, 4.55339
4.13215, 7.04277, 4.55267
4.13053, 7.04284, 4.55195
4.12894, 7.04292, 4.55125
4.12736, 7.04299, 4.55055
4.1258, 7.04306, 4.54986
4.12426, 7.04313, 4.54918
4.12273, 7.0432, 4.54851
4.12123, 7.04327, 4.54784
4.11974, 7.04334, 4.54718
4.11474, 7.04383, 4.54511
4.1099, 7.04431, 4.54311
4.10522, 7.04477, 4.54117
4.10068, 7.04522, 4.53928
4.09627, 7.04565, 4.53745
4.092, 7.04607, 4.53567
4.08785, 7.04648, 4.53394
4.08382, 7.04688, 4.53225
4.0799, 7.04727, 4.53061
4.07609, 7.04765, 4.52902
4.07238, 7.04801, 4.52746
4.06876, 7.04837, 4.52594
4.06524, 7.04872, 4.52446
4.0618, 7.04906, 4.52301
4.05845, 7.04939, 4.52159
4.05518, 7.04972, 4.52021
4.05198, 7.05004, 4.51886
4.04886, 7.05035, 4.51754
4.04581, 7.05065, 4.51624
4.04283, 7.05095, 4.51498
4.03991, 7.05124, 4.51374
4.03705, 7.05153, 4.51252
4.03426, 7.05181, 4.51133
4.03152, 7.05208, 4.51016
4.02883, 7.05235, 4.50901
4.0262, 7.05261, 4.50789
4.02363, 7.05287, 4.50679
4.0211, 7.05312, 4.5057
4.01862, 7.05337, 4.50464
4.01618, 7.05362, 4.50359
4.01379, 7.05386, 4.50256
4.01145, 7.05409, 4.50155
4.00914, 7.05433, 4.50056
4.00688, 7.05455, 4.49958
4.00465, 7.05478, 4.49862
4.00247, 7.055, 4.49768
4.00032, 7.05522, 4.49674
3.9982, 7.05543, 4.49583
3.99612, 7.05564, 4.49493
3.99407, 7.05585, 4.49404
3.99206, 7.05605, 4.49316
3.99007, 7.05625, 4.4923
3.98812, 7.05645, 4.49145
3.9862, 7.05664, 4.49061
3.9843, 7.05684, 4.48978
3.98243, 7.05703, 4.48897
3.98059, 7.05721, 4.48816
3.97878, 7.0574, 4.48737
3.97699, 7.05758, 4.48659
3.97523, 7.05776, 4.48581
3.97349, 7.05794, 4.48505
3.97178, 7.05811, 4.4843
3.97009, 7.05828, 4.48356
3.96842, 7.05845, 4.48282
3.96677, 7.05862, 4.4821
3.96515, 7.05879, 4.48138
3.96354, 7.05895, 4.48067
3.96196, 7.05911, 4.47997
3.96039, 7.05927, 4.47928
3.95885, 7.05943, 4.4786
3.95732, 7.05959, 4.47793
3.95582, 7.05974, 4.47726
3.95433, 7.05989, 4.4766
3.96456, 7.05958, 4.48084
3.97446, 7.05928, 4.48495
3.98406, 7.05898, 4.48895
3.99337, 7.05869, 4.49283
4.00239, 7.05841, 4.49661
4.01114, 7.05814, 4.50028
4.01964, 7.05788, 4.50385
4.02789, 7.05762, 4.50732
4.0359, 7.05737, 4.51071
4.04368, 7.05712, 4.514
4.05125, 7.05689, 4.51722
4.05861, 7.05665, 4.52035
4.06578, 7.05643, 4.5234
4.07275, 7.05621, 4.52638
4.07954, 7.05599, 4.52929
4.08616, 7.05578, 4.53212
4.09261, 7.05557, 4.5349
4.0989, 7.05537, 4.53761
4.10504, 7.05517, 4.54026
4.11102, 7.05498, 4.54285
4.11687, 7.05479, 4.54538
4.12258, 7.05461, 4.54786
4.12817, 7.05443, 4.55029
4.13362, 7.05425, 4.55267
4.13896, 7.05408, 4.555
4.14417, 7.05391, 4.55728
4.14928, 7.05374, 4.55952
4.15428, 7.05358, 4.56171
4.15918, 7.05342, 4.56387
4.16397, 7.05326, 4.56598
4.16867, 7.05311, 4.56806
4.17327, 7.05295, 4.57009
4.17779, 7.0528, 4.57209
4.18222, 7.05266, 4.57406
4.18656, 7.05251, 4.57599
4.19083, 7.05237, 4.57789
4.19501, 7.05223, 4.57975
4.19912, 7.0521, 4.58159
4.20316, 7.05196, 4.58339
4.20712, 7.05183, 4.58517
4.21102, 7.0517, 4.58691
4.21485, 7.05157, 4.58864
4.21861, 7.05144, 4.59033
4.22232, 7.05132, 4.592
4.22596, 7.0512, 4.59364
4.22954, 7.05108, 4.59526
4.23307, 7.05096, 4.59685
4.23653, 7.05084, 4.59843
4.23995, 7.05072, 4.59998
4.24331, 7.05061, 4.6015
4.24662, 7.0505, 4.60301
4.24989, 7.05039, 4.6045
4.2531, 7.05028, 4.60596
4.25627, 7.05017, 4.60741
4.25939, 7.05006, 4.60884
4.26247, 7.04996, 4.61025
4.2655, 7.04985, 4.61164
4.26849, 7.04975, 4.61301
4.27144, 7.04965, 4.61437
4.27435, 7.04955, 4.61571
4.27722, 7.04945, 4.61703
4.28006, 7.04935, 4.61834
4.28285, 7.04926, 4.61963
4.28561, 7.04916, 4.62091
4.28834, 7.04907, 4.62217
4.29102, 7.04897, 4.62341
4.29368, 7.04888, 4.62465
4.2963, 7.04879, 4.62587
4.29889, 7.0487, 4.62707
4.30145, 7.04861, 4.62826
4.30398, 7.04852, 4.62944
4.30648, 7.04843, 4.63061
4.30895, 7.04835, 4.63176
4.31139, 7.04826, 4.6329
4.3138, 7.04818, 4.63403
4.31619, 7.04809, 4.63515
4.31854, 7.04801, 4.63626
4.32087, 7.04793, 4.63735
4.32318, 7.04785, 4.63843
4.32546, 7.04777, 4.63951
4.32772, 7.04769, 4.64057
4.32995, 7.04761, 4.64162
4.33215, 7.04753, 4.64267
4.33434, 7.04745, 4.6437
4.3365, 7.04738, 4.64472
4.33864, 7.0473, 4.64573
4.34076, 7.04722, 4.64674
4.34285, 7.04715, 4.64773
4.34493, 7.04708, 4.64872
4.34698, 7.047, 4.64969
4.34901, 7.04693, 4.65066
4.35103, 7.04686, 4.65162
4.35302, 7.04679, 4.65257
4.355, 7.04672, 4.65351
4.35695, 7.04665, 4.65444
4.35889, 7.04658, 4.65537
4.36081, 7.04651, 4.65629
4.36271, 7.04644, 4.6572
4.3646, 7.04637, 4.6581
4.36646, 7.0463, 4.659
4.36831, 7.04624, 4.65989
4.37015, 7.04617, 4.66077
4.37196, 7.04611, 4.66164
4.37376, 7.04604, 4.66251
4.37555, 7.04598, 4.66337
4.37732, 7.04591, 4.66422
4.37907, 7.04585, 4.66507
4.38081, 7.04579, 4.66591
4.38254, 7.04572, 4.66674
4.38425, 7.04566, 4.66757
4.38594, 7.0456, 4.66839
4.38762, 7.04554, 4.6692
4.38929, 7.04548, 4.67001
4.39094, 7.04542, 4.67081
4.39258, 7.04536, 4.67161
4.39421, 7.0453, 4.6724
4.39583, 7.04524, 4.67319
4.39743, 7.04518, 4.67397
4.39902, 7.04512, 4.67474
4.40059, 7.04506, 4.67551
4.40216, 7.04501, 4.67627
4.40371, 7.04495, 4.67703
4.40525, 7.04489, 4.67778
4.40678, 7.04484, 4.67853
4.4083, 7.04478, 4.67927
4.4098, 7.04473, 4.68001
4.4113, 7.04467, 4.68074
4.41278, 7.04462, 4.68147
4.41425, 7.04456, 4.68219
4.41571, 7.04451, 4.68291
4.41717, 7.04445, 4.68362
4.41861, 7.0444, 4.68433
4.42004, 7.04435, 4.68504
4.42146, 7.0443, 4.68574
4.42287, 7.04424, 4.68643
4.42427, 7.04419, 4.68712
4.42566, 7.04414, 4.68781
4.42704, 7.04409, 4.68849
4.42841, 7.04404, 4.68917
4.42978, 7.04399, 4.68984
4.43113, 7.04394, 4.69051
4.43247, 7.04389, 4.69118
4.43381, 7.04384, 4.69184
4.41682, 7.04534, 4.68503
4.4004, 7.04679, 4.67847
4.38462, 7.04818, 4.67217
4.36954, 7.0495, 4.66615
4.35518, 7.05075, 4.66043
4.34155, 7.05194, 4.65499
4.32864, 7.05306, 4.64983
4.31642, 7.05412, 4.64495
4.30487, 7.05512, 4.64034
4.29395, 7.05607, 4.63597
4.28363, 7.05696, 4.63183
4.27387, 7.05781, 4.62791
4.26463, 7.05861, 4.6242
4.25588, 7.05937, 4.62067
4.24758, 7.06009, 4.61732
4.23969, 7.06077, 4.61413
4.23219, 7.06142, 4.61109
4.22505, 7.06204, 4.60819
4.21823, 7.06264, 4.60542
4.21173, 7.0632, 4.60277
4.20552, 7.06374, 4.60023
4.19957, 7.06426, 4.59779
4.19386, 7.06476, 4.59546
4.18839, 7.06524, 4.59321
4.18314, 7.06569, 4.59105
4.17808, 7.06614, 4.58896
4.17322, 7.06656, 4.58695
4.16853, 7.06697, 4.58501
4.16401, 7.06737, 4.58314
4.15964, 7.06775, 4.58133
4.15542, 7.06812, 4.57957
4.15133, 7.06848, 4.57787
4.14738, 7.06883, 4.57622
4.14355, 7.06917, 4.57462
4.13983, 7.0695, 4.57306
4.13623, 7.06982, 4.57155
4.13273, 7.07013, 4.57008
4.12933, 7.07043, 4.56865
4.12602, 7.07072, 4.56725
4.1228, 7.07101, 4.56589
4.11967, 7.07128, 4.56457
4.11662, 7.07155, 4.56328
4.11364, 7.07182, 4.56202
4.11074, 7.07208, 4.56078
4.10791, 7.07233, 4.55958
4.10515, 7.07258, 4.5584
4.10245, 7.07282, 4.55725
4.09981, 7.07305, 4.55613
4.09723, 7.07328, 4.55502
4.09471, 7.07351, 4.55394
4.09224, 7.07373, 4.55288
4.08983, 7.07395, 4.55185
4.08746, 7.07416, 4.55083
4.08514, 7.07437, 4.54983
4.08287, 7.07457, 4.54886
4.08065, 7.07477, 4.54789
4.07846, 7.07497, 4.54695
4.07632, 7.07516, 4.54603
4.07422, 7.07535, 4.54512
4.07216, 7.07554, 4.54422
4.07013, 7.07572, 4.54334
4.06814, 7.0759, 4.54248
4.06619, 7.07608, 4.54163
4.06427, 7.07625, 4.54079
4.06238, 7.07642, 4.53997
4.06052, 7.07659, 4.53916
4.0587, 7.07676, 4.53836
4.0569, 7.07692, 4.53757
4.05514, 7.07708, 4.5368
4.0534, 7.07724, 4.53604
4.05168, 7.07739, 4.53529
4.05, 7.07755, 4.53454
4.04834, 7.0777, 4.53381
4.0467, 7.07785, 4.53309
4.04509, 7.078, 4.53238
4.0435, 7.07814, 4.53168
4.04194, 7.07828, 4.53099
4.04039, 7.07842, 4.53031
4.03887, 7.07856, 4.52964
4.03737, 7.0787, 4.52897
4.03298, 7.07888, 4.52718
4.0287, 7.07906, 4.52543
4.02454, 7.07923, 4.52373
4.0205, 7.07939, 4.52208
4.01655, 7.07955, 4.52046
4.01271, 7.07971, 4.51888
4.00896, 7.07987, 4.51735
4.00531, 7.08002, 4.51584
4.00174, 7.08016, 4.51437
3.99825, 7.08031, 4.51294
3.99485, 7.08045, 4.51153
3.99152, 7.08058, 4.51016
3.98827, 7.08072, 4.50882
3.98509, 7.08085, 4.5075
3.98198, 7.08098, 4.50621
3.97893, 7.08111, 4.50495
3.97594, 7.08123, 4.50371
3.97302, 7.08135, 4.50249
3.97015, 7.08147, 4.5013
3.96735, 7.08159, 4.50013
3.96459, 7.0817, 4.49899
3.96189, 7.08181, 4.49786
3.95924, 7.08192, 4.49675
3.95663, 7.08203, 4.49567
3.95408, 7.08214, 4.4946
3.95157, 7.08224, 4.49355
3.94911, 7.08235, 4.49252
3.94668, 7.08245, 4.4915
3.9443, 7.08255, 4.4905
3.94196, 7.08264, 4.48952
3.93966, 7.08274, 4.48855
3.9374, 7.08284, 4.4876
3.93517, 7.08293, 4.48666
3.93298, 7.08302, 4.48574
3.93082, 7.08311, 4.48483
3.92869, 7.0832, 4.48393
3.9266, 7.08329, 4.48305
3.92454, 7.08338, 4.48218
3.92251, 7.08346, 4.48132
3.92051, 7.08355, 4.48047
3.91854, 7.08363, 4.47964
3.9166, 7.08371, 4.47881
3.91468, 7.08379, 4.478
3.9128, 7.08387, 4.4772
3.91093, 7.08395, 4.47641
3.9091, 7.08403, 4.47563
3.90728, 7.0841, 4.47485
3.9055, 7.08418, 4.47409
3.90373, 7.08425, 4.47334
3.90199, 7.08433, 4.4726
3.90027, 7.0844, 4.47186
3.89857, 7.08447, 4.47114
3.8969, 7.08454, 4.47042
3.89524, 7.08461, 4.46971
3.89361, 7.08468, 4.46901
3.89199, 7.08475, 4.46832
3.8904, 7.08482, 4.46764
3.88882, 7.08489, 4.46696
3.88726, 7.08495, 4.46629
3.88572, 7.08502, 4.46563
3.88951, 7.08492, 4.46736
3.89324, 7.08483, 4.46907
3.8969, 7.08473, 4.47075
3.90051, 7.08464, 4.4724
3.90407, 7.08455, 4.47404
3.90757, 7.08446, 4.47565
3.91101, 7.08437, 4.47724
3.9144, 7.08428, 4.4788
3.91774, 7.08419, 4.48035
3.92104, 7.08411, 4.48188
3.92428, 7.08402, 4.48338
3.92748, 7.08394, 4.48487
3.93064, 7.08386, 4.48633
3.93375, 7.08377, 4.48778
3.93681, 7.08369, 4.48921
3.93984, 7.08361, 4.49062
3.94282, 7.08354, 4.49202
3.94576, 7.08346, 4.4934
3.94867, 7.08338, 4.49476
3.95154, 7.08331, 4.4961
3.95437, 7.08323, 4.49744
3.95716, 7.08316, 4.49875
3.95992, 7.08308, 4.50005
3.96264, 7.08301, 4.50134
3.96533, 7.08294, 4.50261
3.96799, 7.08287, 4.50386
3.97062, 7.0828, 4.50511
3.97321, 7.08273, 4.50634
3.97577, 7.08266, 4.50755
3.97831, 7.08259, 4.50876
3.98081, 7.08252, 4.50995
3.98329, 7.08246, 4.51113
3.98574, 7.08239, 4.51229
3.98816, 7.08233, 4.51345
3.99055, 7.08226, 4.51459
3.99292, 7.0822, 4.51573
3.99526, 7.08214, 4.51685
3.99757, 7.08207, 4.51796
3.99986, 7.08201, 4.51906
4.00213, 7.08195, 4.52015
4.00437, 7.08189, 4.52123
4.00659, 7.08183, 4.52229
4.00879, 7.08177, 4.52335
4.01096, 7.08171, 4.5244
4.01312, 7.08165, 4.52544
4.01525, 7.08159, 4.52647
4.01736, 7.08154, 4.52749
4.01944, 7.08148, 4.5285
4.02151, 7.08142, 4.52951
4.02356, 7.08137, 4.5305
4.02559, 7.08131, 4.53149
4.0276, 7.08125, 4.53247
4.02959, 7.0812, 4.53343
4.03156, 7.08115, 4.5344
4.03352, 7.08109, 4.53535
4.03545, 7.08104, 4.53629
4.03737, 7.08099, 4.53723
4.03927, 7.08093, 4.53816
4.04115, 7.08088, 4.53908
4.04302, 7.08083, 4.54
4.04487, 7.08078, 4.54091
4.04671, 7.08073, 4.54181
4.04853, 7.08068, 4.5427
4.05033, 7.08063, 4.54359
4.05212, 7.08058, 4.54447
4.05389, 7.08053, 4.54534
4.05565, 7.08048, 4.54621
4.05739, 7.08043, 4.54707
4.05912, 7.08038, 4.54792
4.06083, 7.08033, 4.54877
4.06253, 7.08029, 4.54961
4.06422, 7.08024, 4.55045
4.06589, 7.08019, 4.55128
4.06755, 7.08015, 4.5521
4.0692, 7.0801, 4.55292
4.07083, 7.08005, 4.55373
4.07245, 7.08001, 4.55453
4.07406, 7.07996, 4.55533
4.07566, 7.07992, 4.55613
4.07724, 7.07987, 4.55692
4.07881, 7.07983, 4.5577
4.08037, 7.07978, 4.55848
4.08192, 7.07974, 4.55926
4.08346, 7.0797, 4.56002
4.08498, 7.07965, 4.56079
4.0865, 7.07961, 4.56155
4.088, 7.07957, 4.5623
4.08949, 7.07953, 4.56305
4.09098, 7.07948, 4.56379
4.09245, 7.07944, 4.56453
4.09391, 7.0794, 4.56527
4.09536, 7.07936, 4.566
4.0968, 7.07932, 4.56672
4.09823, 7.07928, 4.56744
4.09965, 7.07924, 4.56816
4.10106, 7.0792, 4.56887
4.10246, 7.07916, 4.56958
4.10385, 7.07912, 4.57028
4.10524, 7.07908, 4.57098
4.10661, 7.07904, 4.57168
4.10797, 7.079, 4.57237
4.10933, 7.07896, 4.57305
4.11068, 7.07892, 4.57374
4.11201, 7.07888, 4.57442
4.11334, 7.07885, 4.57509
4.11466, 7.07881, 4.57576
4.11598, 7.07877, 4.57643
4.11728, 7.07873, 4.57709
4.11857, 7.07869, 4.57775
4.11854, 7.0825, 4.57622
4.11851, 7.08615, 4.57474
4.11848, 7.08965, 4.57333
4.11845, 7.09302, 4.57196
4.11842, 7.09625, 4.57065
4.11839, 7.09937, 4.56937
4.11837, 7.10238, 4.56815
4.11834, 7.10528, 4.56696
4.11831, 7.10809, 4.56581
4.11829, 7.11081, 4.56469
4.11827, 7.11344, 4.56361
4.11824, 7.11599, 4.56256
4.11822, 7.11846, 4.56154
4.1182, 7.12086, 4.56055
4.11818, 7.1232, 4.55958
4.11816, 7.12547, 4.55864
4.11814, 7.12767, 4.55772
4.11812, 7.12982, 4.55683
4.1181, 7.13191, 4.55595
4.11808, 7.13396, 4.5551
4.11806, 7.13595, 4.55427
4.11804, 7.13789, 4.55346
4.11803, 7.13978, 4.55266
4.11801, 7.14164, 4.55188
4.11799, 7.14345, 4.55112
4.11798, 7.14522, 4.55037
4.11796, 7.14695, 4.54964
4.11795, 7.14865, 4.54893
4.11793, 7.15031, 4.54822
4.11791, 7.15193, 4.54754
4.1179, 7.15353, 4.54686
4.11789, 7.15509, 4.5462
4.11787, 7.17004, 4.54041
4.11786, 7.18392, 4.53505
4.11784, 7.19675, 4.53009
4.11783, 7.20859, 4.52552
4.11782, 7.2195, 4.52131
4.11781, 7.22957, 4.51741
4.1178, 7.23888, 4.51381
4.11779, 7.2475, 4.51047
4.11778, 7.2555, 4.50736
4.11777, 7.26295, 4.50446
4.11777, 7.2699, 4.50175
4.11776, 7.27641, 4.49921
4.11775, 7.28252, 4.49682
4.11775, 7.28827, 4.49456
4.11774, 7.29369, 4.49243
4.11774, 7.29882, 4.49041
4.11773, 7.30368, 4.4885
4.11773, 7.30829, 4.48668
4.11772, 7.31268, 4.48494
4.11772, 7.31686, 4.48328
4.11771, 7.32086, 4.48169
4.11771, 7.32468, 4.48017
4.11771, 7.32834, 4.47871
4.1177, 7.33185, 4.47731
4.1177, 7.33522, 4.47596
4.11769, 7.33846, 4.47466
4.11769, 7.34159, 4.47341
4.11769, 7.3446, 4.47219
4.11768, 7.34751, 4.47102
4.11768, 7.35032, 4.46989
4.11768, 7.35303, 4.46879
4.11768, 7.35566, 4.46773
4.11767, 7.35821, 4.46669
4.11767, 7.36068, 4.46569
4.11767, 7.36308, 4.46472
